Incident ID,Offence Code,CR Number,Dispatch Date / Time,NIBRS Code,Victims,Crime Name1,Crime Name2,Crime Name3,Police District Name,Block Address,City,State,Zip Code,Agency,Place,Sector,Beat,PRA,Address Number,Street Prefix,Street Name,Street Suffix,Street Type,Start_Date_Time,End_Date_Time,Latitude,Longitude,Police District Number,Location
201263246,9199,190052524,,90Z,1,Other,All Other Offenses,POLICE INFORMATION,SILVER SPRING,1000 BLK  MILESTONE DR,SILVER SPRING,MD,20904,MCPD,Other/Unknown,I,3I1,148,1000,,MILESTONE,,DR,10/31/2019 11:02:00 PM,,39.045546027,-76.991975414,3D,"(39.0455, -76.992)"
201145668,1399,170521908,07/30/2017 01:15:02 AM,13B,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,WHEATON,12800 BLK  HOLDRIDGE RD,SILVER SPRING,MD,20906,MCPD,Residence - Single Family,K,4K2,336,12800,,HOLDRIDGE,,RD,07/30/2017 01:00:00 AM,07/30/2017 01:00:00 AM,39.065832382,-77.062270028,4D,"(39.0658, -77.0623)"
201273047,5016,200001111,,90Z,1,Crime Against Society,All Other Offenses,OBSTRUCT GOVT - VIOLATION OF A COURT ORDER,ROCKVILLE,600 BLK  JEFFERSON PLZ,ROCKVILLE,MD,20850,MCPD,Other/Unknown,A,1A3,262,600,,JEFFERSON,,PLZ,12/02/2019 09:00:00 AM,01/06/2020 12:00:00 PM,39.081325548,-77.147260326,1D,"(39.0813, -77.1473)"
201273065,1304,200001644,01/10/2020 10:33:11 AM,13A,1,Crime Against Person,Aggravated Assault,ASSAULT - AGGRAVATED - NON-FAMILY-GUN,GERMANTOWN,1  BLK  WHITECHURCH CT,GERMANTOWN,MD,20874,MCPD,Parking Lot - Residential,N,5N1,465,1,,WHITECHURCH,,CT,01/10/2020 10:33:00 AM,,39.194182734,-77.27427562,5D,"(39.1942, -77.2743)"
201145668,2204,170521908,07/30/2017 01:15:02 AM,220,1,Crime Against Property,Burglary/Breaking and Entering,BURGLARY - NO FORCED ENTRY-RESIDENTIAL,WHEATON,12800 BLK  HOLDRIDGE RD,SILVER SPRING,MD,20906,MCPD,Residence - Single Family,K,4K2,336,12800,,HOLDRIDGE,,RD,07/30/2017 01:00:00 AM,07/30/2017 01:00:00 AM,39.065832382,-77.062270028,4D,"(39.0658, -77.0623)"
201268772,5212,190059361,12/09/2019 04:38:03 PM,520,1,Crime Against Society,Weapon Law Violations,WEAPON - POSSESSION,WHEATON,2300 BLK  BLUERIDGE AVE,SILVER SPRING,MD,20902,MCPD,Residence - Apartment/Condo,L,4L2,355,2300,,BLUERIDGE,,AVE,12/09/2019 04:38:00 PM,,39.04331506,-77.047892647,4D,"(39.0433, -77.0479)"
201266429,1399,190056410,11/22/2019 08:50:43 AM,13B,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,GERMANTOWN,13300 BLK  DOVEDALE WAY,GERMANTOWN,MD,20874,MCPD,Residence - Apartment/Condo,N,5N2,448,13300,,DOVEDALE,,WAY,11/22/2019 08:50:00 AM,,39.156630354,-77.276625922,5D,"(39.1566, -77.2766)"
201266432,9199,190056181,,90Z,1,Other,All Other Offenses,POLICE INFORMATION,ROCKVILLE,13000 BLK  ATLANTIC AVE,ROCKVILLE,MD,20851,MCPD,Residence - Single Family,A,1A2,299,13000,,ATLANTIC,,AVE,11/22/2019 12:03:00 PM,,39.071126856,-77.116100388,1D,"(39.0711, -77.1161)"
201087283,9105,16033279,,90Z,1,Other,All Other Offenses,LOST PROPERTY,MONTGOMERY VILLAGE,1  BLK S SUMMIT AVE,GAITHERSBURG,MD,,MCPD,Air/Bus/Train/Metro Terminal,P,6P3,432,1,S,SUMMIT,,AVE,07/01/2016 07:00:00 AM,07/01/2016 07:20:00 AM,39.142181833,-77.193356011,6D,"(39.1422, -77.1934)"
201145668,3601,170521908,07/30/2017 01:15:02 AM,11D,1,Crime Against Person,Forcible Fondling,SEX OFFENSE - AGAINST CHILD-FONDLING,WHEATON,12800 BLK  HOLDRIDGE RD,SILVER SPRING,MD,20906,MCPD,Residence - Single Family,K,4K2,336,12800,,HOLDRIDGE,,RD,07/30/2017 01:00:00 AM,07/30/2017 01:00:00 AM,39.065832382,-77.062270028,4D,"(39.0658, -77.0623)"
201145668,9110,170521908,07/30/2017 01:15:02 AM,90Z,1,Crime Against Society,All Other Offenses,SOLICITATION - MINOR FOR SEXUAL ACTS,WHEATON,12800 BLK  HOLDRIDGE RD,SILVER SPRING,MD,20906,MCPD,Residence - Single Family,K,4K2,336,12800,,HOLDRIDGE,,RD,07/30/2017 01:00:00 AM,07/30/2017 01:00:00 AM,39.065832382,-77.062270028,4D,"(39.0658, -77.0623)"
201266392,3562,190056232,,35A,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - MARIJUANA - POSSESS,BETHESDA,6400 BLK  ROCK SPRING DR,BETHESDA,MD,20817,MCPD,School/College,E,2E3,197,6400,,ROCK SPRING,,DR,11/21/2019 11:15:00 AM,,39.026791782,-77.127682408,2D,"(39.0268, -77.1277)"
201204754,4104,180044401,09/05/2018 08:33:16 PM,90G,1,Crime Against Society,Liquor Law Violations,LIQUOR - POSSESS,SILVER SPRING,11300 BLK  LOCKWOOD DR,SILVER SPRING,MD,20904,MCPD,Parking Lot - Commercial,I,3I1,518,11300,,LOCKWOOD,,DR,09/05/2018 08:19:00 PM,09/05/2018 10:30:00 PM,39.039829974,-76.990516529,3D,"(39.0398, -76.9905)"
201204754,5311,180044401,09/05/2018 08:33:16 PM,90C,1,Crime Against Society,Disorderly Conduct,PUBLIC PEACE - DISORDERLY CONDUCT,SILVER SPRING,11300 BLK  LOCKWOOD DR,SILVER SPRING,MD,20904,MCPD,Parking Lot - Commercial,I,3I1,518,11300,,LOCKWOOD,,DR,09/05/2018 08:19:00 PM,09/05/2018 10:30:00 PM,39.039829974,-76.990516529,3D,"(39.0398, -76.9905)"
201205758,5311,180045704,09/13/2018 10:06:37 AM,90C,1,Crime Against Society,Disorderly Conduct,PUBLIC PEACE - DISORDERLY CONDUCT,MONTGOMERY VILLAGE,16700 BLK  CRABBS BRANCH WAY,DERWOOD,MD,20855,MCPD,Gas Station,P,6P3,551,16700,,CRABBS BRANCH,,WAY,09/13/2018 10:06:00 AM,,39.128867129,-77.1675827,6D,"(39.1289, -77.1676)"
201205758,5707,180045704,09/13/2018 10:06:37 AM,90J,1,Crime Against Society,Trespass of Real Property,TRESPASSING,MONTGOMERY VILLAGE,16700 BLK  CRABBS BRANCH WAY,DERWOOD,MD,20855,MCPD,Gas Station,P,6P3,551,16700,,CRABBS BRANCH,,WAY,09/13/2018 10:06:00 AM,,39.128867129,-77.1675827,6D,"(39.1289, -77.1676)"
201201934,4104,180040861,08/16/2018 11:48:20 PM,90G,1,Crime Against Society,Liquor Law Violations,LIQUOR - POSSESS,GERMANTOWN,17900 BLK  RED ROCKS DR,GERMANTOWN,MD,20874,MCPD,Residence - Single Family,N,5N2,448,17900,,RED ROCKS,,DR,08/16/2018 11:48:00 PM,08/16/2018 12:00:00 AM,39.154261566,-77.286123036,5D,"(39.1543, -77.2861)"
201273093,2399,200001514,01/09/2020 03:36:07 PM,23H,1,Crime Against Property,All other Larceny,LARCENY (DESCRIBE OFFENSE),BETHESDA,9400 BLK  OLD GEORGETOWN RD,BETHESDA,MD,20814,MCPD,Other/Unknown,E,2E2,071,9400,,OLD GEORGETOWN,,RD,01/09/2020 01:39:00 PM,01/09/2020 03:00:00 PM,39.008709605,-77.113566615,2D,"(39.0087, -77.1136)"
201087285,1302,16033499,,13A,2,Crime Against Person,Aggravated Assault,ASSAULT - AGGRAVATED - FAMILY-OTHER WEAPON,WHEATON,15600 BLK  HOLLY GROVE RD,SILVER SPRING,MD,20905,MCPD,Residence - Single Family,J,4J1,388,15600,,HOLLY GROVE,,RD,07/02/2016 05:00:00 AM,,39.111542316,-77.011242813,4D,"(39.1115, -77.0112)"
201087291,4104,16033503,,90G,1,Crime Against Society,Liquor Law Violations,LIQUOR - POSSESS,MONTGOMERY VILLAGE,200 BLK N FREDERICK AVE,GAITHERSBURG,MD,20886,MCPD,Parking Lot - Commercial,P,6P2,428,200,N,FREDERICK,,AVE,07/02/2016 10:52:00 AM,,39.143992378,-77.201650149,6D,"(39.144, -77.2017)"
201266501,9199,190056518,11/22/2019 05:03:59 PM,90Z,1,Other,All Other Offenses,POLICE INFORMATION,BETHESDA,4100 BLK  LELAND ST,CHEVY CHASE,MD,20815,MCPD,Residence - Single Family,D,2D1,036,4100,,LELAND,,ST,11/16/2019 12:00:00 AM,,38.985657953,-77.081779978,2D,"(38.9857, -77.0818)"
201273111,9113,200001715,01/10/2020 04:35:15 PM,90Z,1,Other,All Other Offenses,MENTAL ILLNESS - EMERGENCY PETITION,BETHESDA,11700 BLK  OLD GEORGETOWN RD,ROCKVILLE,MD,20852,MCPD,Residence - Apartment/Condo,D,2D4,187,11700,,OLD GEORGETOWN,,RD,01/10/2020 04:34:00 PM,01/10/2020 04:34:00 PM,39.049505693,-77.114291934,2D,"(39.0495, -77.1143)"
201087292,9106,16033504,,90Z,1,Other,All Other Offenses,MENTAL ILLNESS,SILVER SPRING,300 BLK  WAYNE AVE,SILVER SPRING,MD,20910,MCPD,Street - In vehicle,G,3G2,119,300,,WAYNE,,AVE,07/02/2016 10:32:00 AM,07/02/2016 11:30:00 AM,38.999883512,-77.013423093,3D,"(38.9999, -77.0134)"
201087294,2303,16033509,,23C,1,Crime Against Property,Shoplifting,LARCENY - SHOPLIFTING,MONTGOMERY VILLAGE,400 BLK N FREDERICK AVE,GAITHERSBURG,MD,20877,MCPD,Retail - Clothing,P,6P2,428,400,N,FREDERICK,,AVE,07/02/2016 10:30:00 AM,,39.14573436,-77.20378185,6D,"(39.1457, -77.2038)"
201263853,2610,190053311,11/05/2019 02:05:51 PM,26F,1,Crime Against Property,Identity Theft,IDENTITY THEFT,BETHESDA,100 BLK  LUCAS LA,BETHESDA,MD,20814,MCPD,Other/Unknown,E,2E2,054,100,,LUCAS,,LA,10/29/2019 08:47:00 AM,10/29/2019 08:47:00 AM,38.991601962,-77.105512155,2D,"(38.9916, -77.1055)"
201266506,2303,190056536,11/22/2019 07:04:09 PM,23C,1,Crime Against Property,Shoplifting,LARCENY - SHOPLIFTING,BETHESDA,6900 BLK  WISCONSIN AVE,CHEVY CHASE,MD,20815,MCPD,Retail - Department/Discount Store,D,2D2,031,6900,,WISCONSIN,,AVE,11/22/2019 06:51:00 PM,,38.978511679,-77.091368316,2D,"(38.9785, -77.0914)"
201273440,2305,200002069,01/13/2020 08:05:27 AM,23F,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,WHEATON,2300 BLK  RED EAGLE CT,SILVER SPRING,MD,20906,MCPD,Parking Lot - Residential,K,4K1,349,2300,,RED EAGLE,,CT,01/12/2020 10:00:00 PM,01/13/2020 08:00:00 AM,39.088624711,-77.047489781,4D,"(39.0886, -77.0475)"
201259066,2304,190046997,10/01/2019 10:18:26 AM,23G,1,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,LARCENY - AUTO PARTS,GERMANTOWN,21400 BLK S MONTGOMERY ST,GAITHERSBURG,MD,20882,MCPD,Residence - Driveway,M,5M2,632,21400,S,MONTGOMERY,,ST,09/30/2019 09:00:00 PM,10/01/2019 10:00:00 AM,39.207033143,-77.13945555,5D,"(39.207, -77.1395)"
201259079,2305,190047195,10/02/2019 08:27:16 AM,23F,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,BETHESDA,6800 BLK  ALGONQUIN AVE,BETHESDA,MD,20817,MCPD,Residence - Driveway,E,2E2,059,6800,,ALGONQUIN,,AVE,10/01/2019 10:00:00 PM,10/02/2019 07:45:00 AM,38.985720754,-77.136568225,2D,"(38.9857, -77.1366)"
201259075,2305,190047175,10/02/2019 07:26:22 AM,23F,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,MONTGOMERY VILLAGE,1  BLK  DELLCASTLE CT,MONTGOMERY VILLAGE,MD,20886,MCPD,Residence - Driveway,R,6R2,422,1,,DELLCASTLE,,CT,10/01/2019 11:00:00 PM,10/02/2019 05:30:00 AM,39.181661158,-77.206464765,6D,"(39.1817, -77.2065)"
201259104,2305,190047214,10/02/2019 09:49:19 AM,23F,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,MONTGOMERY VILLAGE,19900 BLK  WHEELWRIGHT DR,MONTGOMERY VILLAGE,MD,20886,MCPD,Street - Residential,R,6R2,547,19900,,WHEELWRIGHT,,DR,10/01/2019 09:00:00 PM,10/02/2019 09:00:00 AM,39.182548627,-77.21218948,6D,"(39.1825, -77.2122)"
201259144,2308,190047268,10/02/2019 02:36:08 PM,23D,1,Crime Against Property,Theft from Building,LARCENY - FROM BLDG,GERMANTOWN,20600 BLK  SENECA MEADOWS PKW,GERMANTOWN,MD,20876,MCPD,Grocery/Supermarket,M,5M1,701,20600,,SENECA MEADOWS,,PKW,10/02/2019 02:36:00 PM,,39.198497123,-77.256100719,5D,"(39.1985, -77.2561)"
201259147,2610,190047271,10/02/2019 03:04:20 PM,26F,1,Crime Against Property,Identity Theft,IDENTITY THEFT,BETHESDA,2200 BLK  WASHINGTON AVE,SILVER SPRING,MD,20910,MCPD,Other/Unknown,D,2D1,087,2200,,WASHINGTON,,AVE,10/01/2019 06:00:00 PM,,38.994097401,-77.046208565,2D,"(38.9941, -77.0462)"
201259150,2610,190047273,10/02/2019 03:18:10 PM,26F,1,Crime Against Property,Identity Theft,IDENTITY THEFT,BETHESDA,11600 BLK  DANVILLE DR,ROCKVILLE,MD,20852,MCPD,Other/Unknown,E,2E3,200,11600,,DANVILLE,,DR,10/02/2019 02:18:00 PM,,39.0455072,-77.129798297,2D,"(39.0455, -77.1298)"
201259159,2399,190047287,10/02/2019 04:10:08 PM,23H,1,Crime Against Property,All other Larceny,LARCENY (DESCRIBE OFFENSE),SILVER SPRING,10300 BLK  EDGEWOOD AVE,SILVER SPRING,MD,20901,MCPD,Residence - Other,H,3H2,157,10300,,EDGEWOOD,,AVE,09/30/2019 12:00:00 PM,10/02/2019 03:00:00 PM,39.025287147,-77.014139561,3D,"(39.0253, -77.0141)"
201273125,2202,200001636,01/10/2020 09:42:53 AM,220,1,Crime Against Property,Burglary/Breaking and Entering,BURGLARY - FORCED ENTRY-RESIDENTIAL,SILVER SPRING,14100 BLK  CASTLE BLV,SILVER SPRING,MD,20904,MCPD,Residence - Apartment/Condo,I,3I2,380,14100,,CASTLE,,BLV,01/09/2020 10:10:00 AM,01/09/2020 06:22:00 PM,39.086347541,-76.940067432,3D,"(39.0863, -76.9401)"
201087295,1311,16033468,,13A,1,Crime Against Person,Aggravated Assault,ASSAULT - AGGRAVATED - POL OFF-OTHER WEAPON,MONTGOMERY VILLAGE,18400 BLK  MONTGOMERY VILLAGE AVE,MONTGOMERY VILLAGE,MD,20878,MCPD,Street - Residential,R,6R1,426,18400,,MONTGOMERY VILLAGE,,AVE,07/02/2016 02:27:00 AM,,39.15813691,-77.204286758,6D,"(39.1581, -77.2043)"
201087295,3504,16033468,,35A,1,Crime Against Society,Drug/Narcotic Violations,DRUGS - HALLUCINOGEN - POSSESS,MONTGOMERY VILLAGE,18400 BLK  MONTGOMERY VILLAGE AVE,MONTGOMERY VILLAGE,MD,20878,MCPD,Street - Residential,R,6R1,426,18400,,MONTGOMERY VILLAGE,,AVE,07/02/2016 02:27:00 AM,,39.15813691,-77.204286758,6D,"(39.1581, -77.2043)"
201087295,4802,16033468,,90Z,1,Crime Against Society,All Other Offenses,OBSTRUCT POLICE - OBSTRUCT CRIMINAL INVEST,MONTGOMERY VILLAGE,18400 BLK  MONTGOMERY VILLAGE AVE,MONTGOMERY VILLAGE,MD,20878,MCPD,Street - Residential,R,6R1,426,18400,,MONTGOMERY VILLAGE,,AVE,07/02/2016 02:27:00 AM,,39.15813691,-77.204286758,6D,"(39.1581, -77.2043)"
201266527,1399,190056554,11/22/2019 10:00:25 PM,13B,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,WHEATON,4200 BLK  COLIE DR,SILVER SPRING,MD,20906,MCPD,Residence - Single Family,K,4K2,525,4200,,COLIE,,DR,11/22/2019 10:00:00 PM,,39.058428719,-77.083310394,4D,"(39.0584, -77.0833)"
201273171,2411,200001794,01/11/2020 12:02:46 AM,90Z,1,Crime Against Society,All Other Offenses,UNAUTHORIZED USE OF VEHICLE (INCLUDES JOY RIDING),GERMANTOWN,12500 BLK  MILESTONE CENTER DR,GERMANTOWN,MD,20876,MCPD,Hotel/Motel/Etc.,M,5M3,474,12500,,MILESTONE CENTER,,DR,01/10/2020 11:00:00 PM,01/11/2020 12:38:00 AM,39.202823446,-77.265382766,5D,"(39.2028, -77.2654)"
201087295,5403,16033468,,90D,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE DRUGS,MONTGOMERY VILLAGE,18400 BLK  MONTGOMERY VILLAGE AVE,MONTGOMERY VILLAGE,MD,20878,MCPD,Street - Residential,R,6R1,426,18400,,MONTGOMERY VILLAGE,,AVE,07/02/2016 02:27:00 AM,,39.15813691,-77.204286758,6D,"(39.1581, -77.2043)"
201087295,5404,16033468,,90D,1,Crime Against Society,Driving Under the Influence,DRIVING UNDER THE INFLUENCE LIQUOR,MONTGOMERY VILLAGE,18400 BLK  MONTGOMERY VILLAGE AVE,MONTGOMERY VILLAGE,MD,20878,MCPD,Street - Residential,R,6R1,426,18400,,MONTGOMERY VILLAGE,,AVE,07/02/2016 02:27:00 AM,,39.15813691,-77.204286758,6D,"(39.1581, -77.2043)"
201273189,2305,200001611,01/10/2020 07:39:54 AM,23F,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,SILVER SPRING,11200 BLK  OAK LEAF DR,SILVER SPRING,MD,20901,MCPD,Parking Lot - Residential,H,3H2,144,11200,,OAK LEAF,,DR,01/09/2020 05:30:00 PM,01/10/2020 07:20:00 AM,39.038430361,-76.994988101,3D,"(39.0384, -76.995)"
201246605,1399,190031826,07/04/2019 01:48:12 AM,13B,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,MONTGOMERY VILLAGE,18200 BLK  LOST KNIFE CIR,MONTGOMERY VILLAGE,MD,20886,MCPD,Residence - Apartment/Condo,R,6R1,505,18200,,LOST KNIFE,,CIR,07/04/2019 01:48:00 AM,,39.157128094,-77.203358805,6D,"(39.1571, -77.2034)"
201266552,1399,190056602,11/23/2019 07:06:00 AM,13B,2,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,WHEATON,13300 BLK  GRENOBLE DR,ROCKVILLE,MD,20853,MCPD,Residence - Single Family,K,4K2,527,13300,,GRENOBLE,,DR,11/23/2019 07:06:00 AM,11/23/2019 12:00:00 AM,39.0746954,-77.091881311,4D,"(39.0747, -77.0919)"
201264267,2305,190053632,11/07/2019 09:36:27 AM,23F,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,WHEATON,1  BLK  BAFFIN BAY CT,ROCKVILLE,MD,20853,MCPD,Residence - Driveway,K,4K2,344,1,,BAFFIN BAY,,CT,11/07/2019 09:36:00 AM,,39.096438922,-77.10177882,4D,"(39.0964, -77.1018)"
201259160,2609,190047086,10/01/2019 05:06:54 PM,26A,1,Crime Against Property,False Pretenses/Swindle/Confidence Game,FRAUD AND ABUSE - COMPUTER,ROCKVILLE,10100 BLK  WEATHERWOOD CT,POTOMAC,MD,20854,MCPD,Other/Unknown,B,1B2,234,10100,,WEATHERWOOD,,CT,09/03/2019 03:30:00 PM,09/04/2019 11:30:00 AM,39.051276572,-77.207590869,1D,"(39.0513, -77.2076)"
201259162,2305,190047297,10/02/2019 04:47:45 PM,23F,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,MONTGOMERY VILLAGE,1  BLK  GOODPORT LA,GAITHERSBURG,MD,20878,MCPD,Parking Lot - Residential,P,6P2,593,1,,GOODPORT,,LA,10/01/2019 06:00:00 PM,10/02/2019 11:00:00 AM,39.151911792,-77.238527025,6D,"(39.1519, -77.2385)"
201259182,2902,190047326,10/02/2019 08:04:24 PM,290,1,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE,WHEATON,14800 BLK  MISTLETOE CT,SILVER SPRING,MD,20905,MCPD,Residence - Driveway,J,4J1,387,14800,,MISTLETOE,,CT,10/01/2019 10:40:00 PM,10/02/2019 08:40:00 AM,39.098342108,-76.998198383,4D,"(39.0983, -76.9982)"
201259205,2902,190047345,10/02/2019 09:52:50 PM,290,1,Crime Against Property,Destruction/Damage/Vandalism of Property,DAMAGE PROPERTY - PRIVATE,BETHESDA,8200 BLK  KENTBURY DR,BETHESDA,MD,20814,MCPD,Street - Residential,D,2D2,041,8200,,KENTBURY,,DR,10/02/2019 05:00:00 PM,10/02/2019 06:30:00 PM,38.991952007,-77.083869001,2D,"(38.992, -77.0839)"
201253762,1103,190040605,08/24/2019 11:46:32 PM,11A,1,Crime Against Person,Forcible Rape,RAPE - STRONG-ARM,BETHESDA,6900 BLK  CLARENDON RD,BETHESDA,MD,20814,MCPD,Street - In vehicle,D,2D2,031,6900,,CLARENDON,,RD,08/24/2019 11:46:00 PM,,38.979270304,-77.101203118,2D,"(38.9793, -77.1012)"
201275762,2308,200004824,,23D,1,Crime Against Property,Theft from Building,LARCENY - FROM BLDG,BETHESDA,1  BLK  BETHESDA METRO CTR,BETHESDA,MD,20814,MCPD,Retail - Other,D,2D2,033,1,,BETHESDA METRO,,CTR,01/29/2020 04:51:00 PM,,38.984136309,-77.094085785,2D,"(38.9841, -77.0941)"
201266559,1399,190056615,11/23/2019 09:41:07 AM,13B,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,MONTGOMERY VILLAGE,200 BLK  GIRARD ST,GAITHERSBURG,MD,20877,MCPD,School/College,P,6P3,419,200,,GIRARD,,ST,11/20/2019 03:00:00 PM,,39.142613527,-77.182650889,6D,"(39.1426, -77.1827)"
201259274,2399,190047418,10/03/2019 11:49:22 AM,23H,1,Crime Against Property,All other Larceny,LARCENY (DESCRIBE OFFENSE),SILVER SPRING,1700 BLK  DUBLIN DR,SILVER SPRING,MD,20902,MCPD,Residence - Yard,G,3G2,168,1700,,DUBLIN,,DR,10/02/2019 08:00:00 AM,10/03/2019 08:00:00 AM,39.022340462,-77.036574549,3D,"(39.0223, -77.0366)"
201087297,2308,16033524,,23D,1,Crime Against Property,Theft from Building,LARCENY - FROM BLDG,BETHESDA,5000 BLK  BRADLEY BLV,CHEVY CHASE,MD,20814,MCPD,Residence - Apartment/Condo,D,2D2,031,5000,,BRADLEY,,BLV,07/02/2016 12:00:00 PM,07/02/2016 01:00:00 PM,38.97799364,-77.098773058,2D,"(38.978, -77.0988)"
201273214,2305,200001835,01/11/2020 12:19:15 PM,23F,1,Crime Against Property,Theft From Motor Vehicle,LARCENY - FROM AUTO,WHEATON,1  BLK  DINSDALE CT,SILVER SPRING,MD,20906,MCPD,Street - Residential,K,4K1,531,1,,DINSDALE,,CT,01/10/2020 05:30:00 PM,01/11/2020 10:00:00 AM,39.103712818,-77.050367331,4D,"(39.1037, -77.0504)"
201273214,2605,200001835,01/11/2020 12:19:15 PM,26B,1,Crime Against Property,Credit Card/Automatic Teller Machine Fraud,FRAUD - ILLEGAL USE CREDIT CARDS,WHEATON,1  BLK  DINSDALE CT,SILVER SPRING,MD,20906,MCPD,Other/Unknown,K,4K1,531,1,,DINSDALE,,CT,01/10/2020 05:30:00 PM,01/11/2020 10:00:00 AM,39.103712818,-77.050367331,4D,"(39.1037, -77.0504)"
201266564,1399,190056628,11/23/2019 11:34:06 AM,13B,1,Crime Against Person,Simple Assault,ASSAULT - 2ND DEGREE,MONTGOMERY VILLAGE,19900 BLK  HAMIL CIR,MONTGOMERY VILLAGE,MD,20886,MCPD,Residence - Single Family,R,6R3,719,19900,,HAMIL,,CIR,11/16/2019 12:00:00 PM,,39.183098131,-77.167609999,6D,"(39.1831, -77.1676)"
201273221,3601,200001847,01/11/2020 12:45:14 PM,11D,1,Crime Against Person,Forcible Fondling,SEX OFFENSE - AGAINST CHILD-FONDLING,MONTGOMERY VILLAGE,900 BLK  CLOPPER RD,GAITHERSBURG,MD,20878,GPD,Residence - Yard,P,6P2,593,900,,CLOPPER,,RD,01/11/2020 12:45:00 PM,01/11/2020 12:00:00 AM,39.146058755,-77.228346549,6D,"(39.1461, -77.2283)"
201273225,9108,200001849,01/11/2020 01:32:39 PM,90Z,1,Other,All Other Offenses,RECOVERED PROPERTY - MONT CO.,SILVER SPRING,200 BLK  VALLEY BROOK DR,SILVER SPRING,MD,20904,MCPD,Parking Lot - School,I,3I1,150,200,,VALLEY BROOK,,DR,01/11/2020 12:00:00 AM,01/11/2020 12:00:00 AM,39.059277369,-77.006332865,3D,"(39.0593, -77.0063)"
201269571,9101,190060263,12/14/2019 10:41:35 AM,90Z,1,Other,All Other Offenses,SUDDEN DEATH,WHEATON,14100 BLK  PEAR TREE LA,SILVER SPRING,MD,20906,MCPD,Residence - Apartment/Condo,K,4K1,348,14100,,PEAR TREE,,LA,10/31/2019 07:00:00 AM,12/14/2019 10:50:00 AM,39.088298734,-77.069956847,4D,"(39.0883, -77.07)"
201087300,9108,16033527,,90Z,1,Other,All Other Offenses,RECOVERED PROPERTY - MONT CO.,BETHESDA,9500 BLK  PERSIMMON TREE RD,POTOMAC,MD,20854,MCPD,Residence - Single Family,E,2E4,217,9500,,PERSIMMON TREE,,RD,07/02/2016 02:07:00 PM,,39.011923267,-77.20236035,2D,"(39.0119, -77.2024)"
201250113,5212,190035309,07/25/2019 07:11:06 AM,520,1,Crime Against Society,Weapon Law Violations,WEAPON - POSSESSION,WHEATON,300 BLK  NORWOOD RD,SILVER SPRING,MD,20905,MCPD,School/College,J,4J1,372,300,,NORWOOD,,RD,07/17/2019 10:00:00 AM,07/17/2019 12:00:00 PM,39.114128138,-77.014686087,4D,"(39.1141, -77.0147)"
201220948,2303,180065082,12/29/2018 02:58:03 PM,23C,1,Crime Against Property,Shoplifting,LARCENY - SHOPLIFTING,WHEATON,18100 BLK  TOWN CENTER DR,OLNEY,MD,20832,MCPD,Grocery/Supermarket,J,4J2,401,18100,,TOWN CENTER,,DR,12/29/2018 02:58:00 PM,,39.151898105,-77.06222702,4D,"(39.1519, -77.0622)"
201264600,2404,190054264,11/10/2019 11:31:14 PM,240,1,Crime Against Property,Motor Vehicle Theft,AUTO THEFT - VEHICLE THEFT,WHEATON,3200 BLK  BERET LA,SILVER SPRING,MD,20906,MCPD,Street - Residential,K,4K1,348,3200,,BERET,,LA,11/10/2019 08:00:00 PM,11/10/2019 11:00:00 PM,39.082303612,-77.064534495,4D,"(39.0823, -77.0645)"
201259269,2602,190047413,10/03/2019 10:42:39 AM,26A,1,Crime Against Property,False Pretenses/Swindle/Confidence Game,FRAUD - SWINDLE,GERMANTOWN,18800 BLK  MC FARLIN DR,GERMANTOWN,MD,20874,MCPD,Other/Unknown,N,5N2,596,18800,,MC FARLIN,,DR,10/03/2019 10:42:00 AM,,39.163673979,-77.280754519,5D,"(39.1637, -77.2808)"
201259287,2308,190047411,10/03/2019 11:07:16 AM,23D,1,Crime Against Property,Theft from Building,LARCENY - FROM BLDG,SILVER SPRING,9700 BLK  MT PISGAH RD,SILVER SPRING,MD,20903,MCPD,Residence - Apartment/Condo,H,3H2,138,9700,,MT PISGAH,,RD,10/03/2019 11:00:00 AM,,39.015240514,-76.976866859,3D,"(39.0152, -76.9769)"
